Temp,Humd,Label
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
26.0,88,1
27.7,90,1
27.7,90,1
27.7,90,1
27.7,90,1
27.7,90,1
27.7,90,1
27.7,90,1
27.7,90,1
27.8,91,1
27.8,91,1
27.8,91,1
27.8,91,1
